ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2014,"2014",0,"Total",51277,6193,"Census Tract 302.01, King County, WA","14000US53033030201"
2014,"2014",0,"Total",100099,7914.999999999999,"Census Tract 316.04, King County, WA","14000US53033031604"
2014,"2014",0,"Total",108210,11972,"Census Tract 215, King County, WA","14000US53033021500"
2014,"2014",0,"Total",70954,9494,"Census Tract 89, King County, WA","14000US53033008900"
2014,"2014",0,"Total",77289,9448,"Census Tract 316.03, King County, WA","14000US53033031603"
2014,"2014",0,"Total",47429,6724,"Census Tract 302.02, King County, WA","14000US53033030202"
2014,"2014",0,"Total",99286,15212,"Census Tract 214, King County, WA","14000US53033021400"
2014,"2014",0,"Total",44015,11003,"Census Tract 90, King County, WA","14000US53033009000"
2014,"2014",0,"Total",65385,7642,"Census Tract 213, King County, WA","14000US53033021300"
2014,"2014",0,"Total",27591,5223,"Census Tract 91, King County, WA","14000US53033009100"
2014,"2014",0,"Total",84688,10120,"Census Tract 303.04, King County, WA","14000US53033030304"
2014,"2014",0,"Total",98800,7302,"Census Tract 316.01, King County, WA","14000US53033031601"
2014,"2014",0,"Total",62364,9340,"Census Tract 211, King County, WA","14000US53033021100"
2014,"2014",0,"Total",23208,6842,"Census Tract 92, King County, WA","14000US53033009200"
2014,"2014",0,"Total",71563,19704,"Census Tract 315.02, King County, WA","14000US53033031502"
2014,"2014",0,"Total",67283,12441,"Census Tract 303.05, King County, WA","14000US53033030305"
2014,"2014",0,"Total",69318,6586,"Census Tract 210, King County, WA","14000US53033021000"
2014,"2014",0,"Total",54911,9176,"Census Tract 93, King County, WA","14000US53033009300"
2014,"2014",0,"Total",57036,18390,"Census Tract 209, King County, WA","14000US53033020900"
2014,"2014",0,"Total",47809,7408.999999999999,"Census Tract 94, King County, WA","14000US53033009400"
2014,"2014",0,"Total",91852,12297,"Census Tract 303.06, King County, WA","14000US53033030306"
2014,"2014",0,"Total",78581,9725,"Census Tract 315.01, King County, WA","14000US53033031501"
2014,"2014",0,"Total",86542,14406,"Census Tract 208, King County, WA","14000US53033020800"
2014,"2014",0,"Total",87941,20714,"Census Tract 95, King County, WA","14000US53033009500"
2014,"2014",0,"Total",57684,6802,"Census Tract 314, King County, WA","14000US53033031400"
2014,"2014",0,"Total",55673,6306,"Census Tract 303.08, King County, WA","14000US53033030308"
2014,"2014",0,"Total",51719,6881,"Census Tract 207, King County, WA","14000US53033020700"
2014,"2014",0,"Total",72364,7976.999999999999,"Census Tract 96, King County, WA","14000US53033009600"
2014,"2014",0,"Total",73023,8202,"Census Tract 206, King County, WA","14000US53033020600"
2014,"2014",0,"Total",75078,12185,"Census Tract 97.01, King County, WA","14000US53033009701"
2014,"2014",0,"Total",56163,7568.000000000001,"Census Tract 303.09, King County, WA","14000US53033030309"
2014,"2014",0,"Total",55286,10424,"Census Tract 313.02, King County, WA","14000US53033031302"
2014,"2014",0,"Total",61218,5617,"Census Tract 205, King County, WA","14000US53033020500"
2014,"2014",0,"Total",101829,10645,"Census Tract 97.02, King County, WA","14000US53033009702"
2014,"2014",0,"Total",79519,10204,"Census Tract 313.01, King County, WA","14000US53033031301"
2014,"2014",0,"Total",63489,6196,"Census Tract 303.10, King County, WA","14000US53033030310"
2014,"2014",0,"Total",63986,11884,"Census Tract 204.02, King County, WA","14000US53033020402"
2014,"2014",0,"Total",73058,11463,"Census Tract 98, King County, WA","14000US53033009800"
2014,"2014",0,"Total",64458,6446,"Census Tract 204.01, King County, WA","14000US53033020401"
2014,"2014",0,"Total",70822,8118,"Census Tract 99, King County, WA","14000US53033009900"
2014,"2014",0,"Total",61125,19154,"Census Tract 303.11, King County, WA","14000US53033030311"
2014,"2014",0,"Total",66131,9695,"Census Tract 312.06, King County, WA","14000US53033031206"
2014,"2014",0,"Total",53188,7814.999999999999,"Census Tract 203, King County, WA","14000US53033020300"
2014,"2014",0,"Total",55903,17866,"Census Tract 100.01, King County, WA","14000US53033010001"
2014,"2014",0,"Total",74622,20051,"Census Tract 312.05, King County, WA","14000US53033031205"
2014,"2014",0,"Total",56023,10200,"Census Tract 303.12, King County, WA","14000US53033030312"
2014,"2014",0,"Total",70943,13654,"Census Tract 202, King County, WA","14000US53033020200"
2014,"2014",0,"Total",67169,9528,"Census Tract 100.02, King County, WA","14000US53033010002"
2014,"2014",0,"Total",91628,9948,"Census Tract 201, King County, WA","14000US53033020100"
2014,"2014",0,"Total",60091,5503,"Census Tract 101, King County, WA","14000US53033010100"
2014,"2014",0,"Total",36263,5242,"Census Tract 303.13, King County, WA","14000US53033030313"
2014,"2014",0,"Total",77143,19823,"Census Tract 312.04, King County, WA","14000US53033031204"
2014,"2014",0,"Total",106696,27489.000000000004,"Census Tract 121, King County, WA","14000US53033012100"
2014,"2014",0,"Total",87734,9724,"Census Tract 102, King County, WA","14000US53033010200"
2014,"2014",0,"Total",75342,8029.000000000001,"Census Tract 312.02, King County, WA","14000US53033031202"
2014,"2014",0,"Total",41418,9140,"Census Tract 303.14, King County, WA","14000US53033030314"
2014,"2014",0,"Total",85893,14398.999999999998,"Census Tract 120, King County, WA","14000US53033012000"
2014,"2014",0,"Total",49861,15831,"Census Tract 103, King County, WA","14000US53033010300"
2014,"2014",0,"Total",69398,9195,"Census Tract 119, King County, WA","14000US53033011900"
2014,"2014",0,"Total",63026,9359,"Census Tract 104.01, King County, WA","14000US53033010401"
2014,"2014",0,"Total",83389,13065,"Census Tract 304.01, King County, WA","14000US53033030401"
2014,"2014",0,"Total",50738,3514.9999999999995,"Census Tract 311, King County, WA","14000US53033031100"
2014,"2014",0,"Total",38989,10914,"Census Tract 118, King County, WA","14000US53033011800"
2014,"2014",0,"Total",79655,11978,"Census Tract 104.02, King County, WA","14000US53033010402"
2014,"2014",0,"Total",99602,14124.000000000002,"Census Tract 310, King County, WA","14000US53033031000"
2014,"2014",0,"Total",73529,8472,"Census Tract 304.03, King County, WA","14000US53033030403"
2014,"2014",0,"Total",60768,10666,"Census Tract 117, King County, WA","14000US53033011700"
2014,"2014",0,"Total",59031,6946,"Census Tract 105, King County, WA","14000US53033010500"
2014,"2014",0,"Total",100588,7422,"Census Tract 116, King County, WA","14000US53033011600"
2014,"2014",0,"Total",85179,15759.999999999998,"Census Tract 106, King County, WA","14000US53033010600"
2014,"2014",0,"Total",75947,18315,"Census Tract 304.04, King County, WA","14000US53033030404"
2014,"2014",0,"Total",51833,7206,"Census Tract 309.02, King County, WA","14000US53033030902"
2014,"2014",0,"Total",69429,6694,"Census Tract 115, King County, WA","14000US53033011500"
2014,"2014",0,"Total",52699,23803,"Census Tract 107.01, King County, WA","14000US53033010701"
2014,"2014",0,"Total",57578,11096,"Census Tract 309.01, King County, WA","14000US53033030901"
2014,"2014",0,"Total",19063,3690,"Census Tract 305.01, King County, WA","14000US53033030501"
2014,"2014",0,"Total",46267,6896,"Census Tract 114.02, King County, WA","14000US53033011402"
2014,"2014",0,"Total",42206,13379,"Census Tract 107.02, King County, WA","14000US53033010702"
2014,"2014",0,"Total",55956,11591,"Census Tract 114.01, King County, WA","14000US53033011401"
2014,"2014",0,"Total",68974,7747.999999999999,"Census Tract 108, King County, WA","14000US53033010800"
2014,"2014",0,"Total",48177,13464,"Census Tract 305.03, King County, WA","14000US53033030503"
2014,"2014",0,"Total",57111,6563,"Census Tract 308.02, King County, WA","14000US53033030802"
2014,"2014",0,"Total",48639,9401,"Census Tract 113, King County, WA","14000US53033011300"
2014,"2014",0,"Total",39886,16917,"Census Tract 109, King County, WA","14000US53033010900"
2014,"2014",0,"Total",35389,5955,"Census Tract 308.01, King County, WA","14000US53033030801"
2014,"2014",0,"Total",46639,4398,"Census Tract 305.04, King County, WA","14000US53033030504"
2014,"2014",0,"Total",36875,8896,"Census Tract 112, King County, WA","14000US53033011200"
2014,"2014",0,"Total",29470,11499,"Census Tract 110.01, King County, WA","14000US53033011001"
2014,"2014",0,"Total",61905,16911,"Census Tract 111.02, King County, WA","14000US53033011102"
2014,"2014",0,"Total",42715,12694,"Census Tract 110.02, King County, WA","14000US53033011002"
2014,"2014",0,"Total",45339,5914,"Census Tract 306, King County, WA","14000US53033030600"
2014,"2014",0,"Total",44402,7118,"Census Tract 307, King County, WA","14000US53033030700"
2013,"2013",0,"Total",89375,7646,"Census Tract 293.07, King County, WA","14000US53033029307"
2013,"2013",0,"Total",62361,13405,"Census Tract 267, King County, WA","14000US53033026700"
2013,"2013",0,"Total",40980,4842,"Census Tract 307, King County, WA","14000US53033030700"
2013,"2013",0,"Total",74474,17262,"Census Tract 111.02, King County, WA","14000US53033011102"
2013,"2013",0,"Total",43208,9953,"Census Tract 306, King County, WA","14000US53033030600"
2013,"2013",0,"Total",44734,4172,"Census Tract 110.02, King County, WA","14000US53033011002"
2013,"2013",0,"Total",43295,9421,"Census Tract 112, King County, WA","14000US53033011200"
2013,"2013",0,"Total",38684,6926,"Census Tract 308.01, King County, WA","14000US53033030801"
2013,"2013",0,"Total",43403,7285,"Census Tract 305.04, King County, WA","14000US53033030504"
2013,"2013",0,"Total",27292,11505,"Census Tract 110.01, King County, WA","14000US53033011001"
2013,"2013",0,"Total",53182,10297,"Census Tract 113, King County, WA","14000US53033011300"
2013,"2013",0,"Total",47734,13593,"Census Tract 109, King County, WA","14000US53033010900"
2013,"2013",0,"Total",59038,6037,"Census Tract 308.02, King County, WA","14000US53033030802"
2013,"2013",0,"Total",63810,9591,"Census Tract 114.01, King County, WA","14000US53033011401"
2013,"2013",0,"Total",44320,9127,"Census Tract 305.03, King County, WA","14000US53033030503"
2013,"2013",0,"Total",69468,6973,"Census Tract 108, King County, WA","14000US53033010800"
2013,"2013",0,"Total",51036,9959,"Census Tract 114.02, King County, WA","14000US53033011402"
2013,"2013",0,"Total",58977,12450,"Census Tract 309.01, King County, WA","14000US53033030901"
2013,"2013",0,"Total",21955,5822,"Census Tract 305.01, King County, WA","14000US53033030501"
2013,"2013",0,"Total",40625,13294,"Census Tract 107.02, King County, WA","14000US53033010702"
2013,"2013",0,"Total",71029,8505,"Census Tract 115, King County, WA","14000US53033011500"
2013,"2013",0,"Total",50286,20046,"Census Tract 107.01, King County, WA","14000US53033010701"
2013,"2013",0,"Total",52042,4306,"Census Tract 309.02, King County, WA","14000US53033030902"
2013,"2013",0,"Total",104375,9753,"Census Tract 116, King County, WA","14000US53033011600"
2013,"2013",0,"Total",68966,17964,"Census Tract 304.04, King County, WA","14000US53033030404"
2013,"2013",0,"Total",82000,10678,"Census Tract 106, King County, WA","14000US53033010600"
2013,"2013",0,"Total",51338,9176,"Census Tract 117, King County, WA","14000US53033011700"
2013,"2013",0,"Total",86375,13239,"Census Tract 310, King County, WA","14000US53033031000"
2013,"2013",0,"Total",75581,8205,"Census Tract 304.03, King County, WA","14000US53033030403"
2013,"2013",0,"Total",59223,5592,"Census Tract 105, King County, WA","14000US53033010500"
2013,"2013",0,"Total",34745,19791,"Census Tract 118, King County, WA","14000US53033011800"
2013,"2013",0,"Total",87750,22550,"Census Tract 104.02, King County, WA","14000US53033010402"
2013,"2013",0,"Total",49352,4756,"Census Tract 311, King County, WA","14000US53033031100"
2013,"2013",0,"Total",68846,9539,"Census Tract 119, King County, WA","14000US53033011900"
2013,"2013",0,"Total",78252,9264,"Census Tract 304.01, King County, WA","14000US53033030401"
2013,"2013",0,"Total",58571,13328,"Census Tract 104.01, King County, WA","14000US53033010401"
2013,"2013",0,"Total",77857,15941,"Census Tract 120, King County, WA","14000US53033012000"
2013,"2013",0,"Total",71563,9522,"Census Tract 312.02, King County, WA","14000US53033031202"
2013,"2013",0,"Total",34333,12266,"Census Tract 303.14, King County, WA","14000US53033030314"
2013,"2013",0,"Total",48667,18009,"Census Tract 103, King County, WA","14000US53033010300"
2013,"2013",0,"Total",103385,20771,"Census Tract 121, King County, WA","14000US53033012100"
2013,"2013",0,"Total",85240,9039,"Census Tract 102, King County, WA","14000US53033010200"
2013,"2013",0,"Total",84476,17253,"Census Tract 312.04, King County, WA","14000US53033031204"
2013,"2013",0,"Total",84500,10213,"Census Tract 201, King County, WA","14000US53033020100"
2013,"2013",0,"Total",44022,5151,"Census Tract 303.13, King County, WA","14000US53033030313"
2013,"2013",0,"Total",57750,7156.999999999999,"Census Tract 101, King County, WA","14000US53033010100"
2013,"2013",0,"Total",79487,14432,"Census Tract 202, King County, WA","14000US53033020200"
2013,"2013",0,"Total",72594,19825,"Census Tract 312.05, King County, WA","14000US53033031205"
2013,"2013",0,"Total",58672,12726,"Census Tract 303.12, King County, WA","14000US53033030312"
2013,"2013",0,"Total",59417,18006,"Census Tract 100.02, King County, WA","14000US53033010002"
2013,"2013",0,"Total",59093,7829.999999999999,"Census Tract 203, King County, WA","14000US53033020300"
2013,"2013",0,"Total",48924,9719,"Census Tract 100.01, King County, WA","14000US53033010001"
2013,"2013",0,"Total",60469,15395.999999999998,"Census Tract 312.06, King County, WA","14000US53033031206"
2013,"2013",0,"Total",60323,10433,"Census Tract 204.01, King County, WA","14000US53033020401"
2013,"2013",0,"Total",58537,15317,"Census Tract 303.11, King County, WA","14000US53033030311"
2013,"2013",0,"Total",66250,10436,"Census Tract 99, King County, WA","14000US53033009900"
2013,"2013",0,"Total",67134,18587,"Census Tract 204.02, King County, WA","14000US53033020402"
2013,"2013",0,"Total",77594,12110,"Census Tract 313.01, King County, WA","14000US53033031301"
2013,"2013",0,"Total",60784,5159,"Census Tract 303.10, King County, WA","14000US53033030310"
2013,"2013",0,"Total",70640,11820,"Census Tract 98, King County, WA","14000US53033009800"
2013,"2013",0,"Total",60423,8246,"Census Tract 205, King County, WA","14000US53033020500"
2013,"2013",0,"Total",89440,10932,"Census Tract 97.02, King County, WA","14000US53033009702"
2013,"2013",0,"Total",57364,5596,"Census Tract 313.02, King County, WA","14000US53033031302"
2013,"2013",0,"Total",73348,7662,"Census Tract 206, King County, WA","14000US53033020600"
2013,"2013",0,"Total",54640,8783,"Census Tract 303.09, King County, WA","14000US53033030309"
2013,"2013",0,"Total",85262,17273,"Census Tract 97.01, King County, WA","14000US53033009701"
2013,"2013",0,"Total",53125,7303.999999999999,"Census Tract 207, King County, WA","14000US53033020700"
2013,"2013",0,"Total",58700,7049,"Census Tract 314, King County, WA","14000US53033031400"
2013,"2013",0,"Total",59800,19201,"Census Tract 303.08, King County, WA","14000US53033030308"
2013,"2013",0,"Total",75289,7828,"Census Tract 96, King County, WA","14000US53033009600"
2013,"2013",0,"Total",96618,21178,"Census Tract 208, King County, WA","14000US53033020800"
2013,"2013",0,"Total",94840,16178.999999999998,"Census Tract 95, King County, WA","14000US53033009500"
2013,"2013",0,"Total",78078,4878,"Census Tract 315.01, King County, WA","14000US53033031501"
2013,"2013",0,"Total",56500,14034.000000000002,"Census Tract 209, King County, WA","14000US53033020900"
2013,"2013",0,"Total",90224,10776,"Census Tract 303.06, King County, WA","14000US53033030306"
2013,"2013",0,"Total",49654,7195,"Census Tract 94, King County, WA","14000US53033009400"
2013,"2013",0,"Total",65750,11488,"Census Tract 210, King County, WA","14000US53033021000"
2013,"2013",0,"Total",66528,10223,"Census Tract 315.02, King County, WA","14000US53033031502"
2013,"2013",0,"Total",64474,15753,"Census Tract 303.05, King County, WA","14000US53033030305"
2013,"2013",0,"Total",60065,5887,"Census Tract 93, King County, WA","14000US53033009300"
2013,"2013",0,"Total",63684,11402,"Census Tract 211, King County, WA","14000US53033021100"
2013,"2013",0,"Total",19875,7390,"Census Tract 92, King County, WA","14000US53033009200"
2013,"2013",0,"Total",97559,8543,"Census Tract 316.01, King County, WA","14000US53033031601"
2013,"2013",0,"Total",66648,15847,"Census Tract 213, King County, WA","14000US53033021300"
2013,"2013",0,"Total",74375,12754,"Census Tract 303.04, King County, WA","14000US53033030304"
2013,"2013",0,"Total",21750,6016,"Census Tract 91, King County, WA","14000US53033009100"
2013,"2013",0,"Total",100284,11425,"Census Tract 214, King County, WA","14000US53033021400"
2013,"2013",0,"Total",77466,17474,"Census Tract 316.03, King County, WA","14000US53033031603"
2013,"2013",0,"Total",53158,8209,"Census Tract 302.02, King County, WA","14000US53033030202"
2013,"2013",0,"Total",45239,7103,"Census Tract 90, King County, WA","14000US53033009000"
2013,"2013",0,"Total",114476,9427,"Census Tract 215, King County, WA","14000US53033021500"
2013,"2013",0,"Total",73646,11741,"Census Tract 89, King County, WA","14000US53033008900"
2013,"2013",0,"Total",100445,7520,"Census Tract 316.04, King County, WA","14000US53033031604"
2013,"2013",0,"Total",86442,16118.000000000002,"Census Tract 216, King County, WA","14000US53033021600"
2013,"2013",0,"Total",57560,7939.000000000001,"Census Tract 302.01, King County, WA","14000US53033030201"
2013,"2013",0,"Total",72652,15792,"Census Tract 88, King County, WA","14000US53033008800"
2013,"2013",0,"Total",61875,12773,"Census Tract 217, King County, WA","14000US53033021700"
2013,"2013",0,"Total",87558,12527,"Census Tract 316.05, King County, WA","14000US53033031605"
2013,"2013",0,"Total",79541,9584,"Census Tract 301, King County, WA","14000US53033030100"
2013,"2013",0,"Total",58632,7174.000000000001,"Census Tract 87, King County, WA","14000US53033008700"
2013,"2013",0,"Total",78919,17017,"Census Tract 218.02, King County, WA","14000US53033021802"
2013,"2013",0,"Total",40096,8525,"Census Tract 86, King County, WA","14000US53033008600"
2013,"2013",0,"Total",80772,7099.999999999999,"Census Tract 317.03, King County, WA","14000US53033031703"
2013,"2013",0,"Total",67705,4598,"Census Tract 218.03, King County, WA","14000US53033021803"
2013,"2013",0,"Total",34178,7435,"Census Tract 300.06, King County, WA","14000US53033030006"
2013,"2013",0,"Total",20718,5144,"Census Tract 85, King County, WA","14000US53033008500"
2013,"2013",0,"Total",74250,13480,"Census Tract 218.04, King County, WA","14000US53033021804"
2013,"2013",0,"Total",78065,9274,"Census Tract 317.04, King County, WA","14000US53033031704"
2013,"2013",0,"Total",52222,9425,"Census Tract 300.05, King County, WA","14000US53033030005"
2013,"2013",0,"Total",41497,7328.999999999999,"Census Tract 84, King County, WA","14000US53033008400"
2013,"2013",0,"Total",58567,7079,"Census Tract 219.03, King County, WA","14000US53033021903"
2013,"2013",0,"Total",47356,3413,"Census Tract 83, King County, WA","14000US53033008300"
2013,"2013",0,"Total",103125,6254,"Census Tract 317.05, King County, WA","14000US53033031705"
2013,"2013",0,"Total",93438,14850,"Census Tract 219.04, King County, WA","14000US53033021904"
2013,"2013",0,"Total",39711,2956,"Census Tract 300.04, King County, WA","14000US53033030004"
2013,"2013",0,"Total",47806,16317.000000000002,"Census Tract 82, King County, WA","14000US53033008200"
2013,"2013",0,"Total",82906,7397,"Census Tract 219.05, King County, WA","14000US53033021905"
2013,"2013",0,"Total",83459,6723,"Census Tract 317.06, King County, WA","14000US53033031706"
2013,"2013",0,"Total",62079,8817,"Census Tract 300.03, King County, WA","14000US53033030003"
2013,"2013",0,"Total",53026,29539,"Census Tract 81, King County, WA","14000US53033008100"
2013,"2013",0,"Total",97813,15688,"Census Tract 219.06, King County, WA","14000US53033021906"
2013,"2013",0,"Total",36768,12102,"Census Tract 80.02, King County, WA","14000US53033008002"
2013,"2013",0,"Total",97560,9253,"Census Tract 318, King County, WA","14000US53033031800"
2013,"2013",0,"Total",61250,12653,"Census Tract 220.01, King County, WA","14000US53033022001"
2013,"2013",0,"Total",93468,5050,"Census Tract 299.02, King County, WA","14000US53033029902"
2013,"2013",0,"Total",76560,9947,"Census Tract 80.01, King County, WA","14000US53033008001"
2013,"2013",0,"Total",65903,18997,"Census Tract 220.03, King County, WA","14000US53033022003"
2013,"2013",0,"Total",81327,11193,"Census Tract 319.03, King County, WA","14000US53033031903"
2013,"2013",0,"Total",62338,7657,"Census Tract 299.01, King County, WA","14000US53033029901"
2013,"2013",0,"Total",49398,6114,"Census Tract 79, King County, WA","14000US53033007900"
2013,"2013",0,"Total",75492,14078,"Census Tract 220.05, King County, WA","14000US53033022005"
2013,"2013",0,"Total",150167,29637,"Census Tract 78, King County, WA","14000US53033007800"
2013,"2013",0,"Total",100682,8494,"Census Tract 319.04, King County, WA","14000US53033031904"
2013,"2013",0,"Total",81768,9637,"Census Tract 220.06, King County, WA","14000US53033022006"
2013,"2013",0,"Total",74224,8459,"Census Tract 298.02, King County, WA","14000US53033029802"
2013,"2013",0,"Total",87888,10606,"Census Tract 77, King County, WA","14000US53033007700"
2013,"2013",0,"Total",99365,8553,"Census Tract 221.01, King County, WA","14000US53033022101"
2013,"2013",0,"Total",111591,16910,"Census Tract 319.06, King County, WA","14000US53033031906"
2013,"2013",0,"Total",66656,9640,"Census Tract 298.01, King County, WA","14000US53033029801"
2013,"2013",0,"Total",61329,5939,"Census Tract 76, King County, WA","14000US53033007600"
2013,"2013",0,"Total",94005,8883,"Census Tract 221.02, King County, WA","14000US53033022102"
2013,"2013",0,"Total",52781,5576,"Census Tract 75, King County, WA","14000US53033007500"
2013,"2013",0,"Total",98984,5267,"Census Tract 319.07, King County, WA","14000US53033031907"
2013,"2013",0,"Total",75809,11223,"Census Tract 222.01, King County, WA","14000US53033022201"
2013,"2013",0,"Total",40644,2227,"Census Tract 297, King County, WA","14000US53033029700"
2013,"2013",0,"Total",35812,5289,"Census Tract 74.02, King County, WA","14000US53033007402"
2013,"2013",0,"Total",73243,4061,"Census Tract 222.02, King County, WA","14000US53033022202"
2013,"2013",0,"Total",61937,7328.999999999999,"Census Tract 319.08, King County, WA","14000US53033031908"
2013,"2013",0,"Total",84943,11212,"Census Tract 296.02, King County, WA","14000US53033029602"
2013,"2013",0,"Total",62639,7804.999999999999,"Census Tract 74.01, King County, WA","14000US53033007401"
2013,"2013",0,"Total",115726,13635.000000000002,"Census Tract 222.03, King County, WA","14000US53033022203"
2013,"2013",0,"Total",63652,9494,"Census Tract 73, King County, WA","14000US53033007300"
2013,"2013",0,"Total",108807,12603,"Census Tract 319.09, King County, WA","14000US53033031909"
2013,"2013",0,"Total",111167,23776,"Census Tract 223, King County, WA","14000US53033022300"
2013,"2013",0,"Total",73653,7176,"Census Tract 296.01, King County, WA","14000US53033029601"
2013,"2013",0,"Total",51250,14458.000000000002,"Census Tract 72, King County, WA","14000US53033007200"
2013,"2013",0,"Total",114979,10058,"Census Tract 224, King County, WA","14000US53033022400"
2013,"2013",0,"Total",92813,13478,"Census Tract 320.02, King County, WA","14000US53033032002"
2013,"2013",0,"Total",49200,10246,"Census Tract 295.04, King County, WA","14000US53033029504"
2013,"2013",0,"Total",67787,6778.000000000001,"Census Tract 71, King County, WA","14000US53033007100"
2013,"2013",0,"Total",97428,9389,"Census Tract 225, King County, WA","14000US53033022500"
2013,"2013",0,"Total",54615,7398.999999999999,"Census Tract 70, King County, WA","14000US53033007000"
2013,"2013",0,"Total",87545,9179,"Census Tract 320.03, King County, WA","14000US53033032003"
2013,"2013",0,"Total",101496,6076,"Census Tract 226.03, King County, WA","14000US53033022603"
2013,"2013",0,"Total",34681,7019,"Census Tract 295.03, King County, WA","14000US53033029503"
2013,"2013",0,"Total",87054,23838,"Census Tract 69, King County, WA","14000US53033006900"
2013,"2013",0,"Total",91944,16206,"Census Tract 226.04, King County, WA","14000US53033022604"
2013,"2013",0,"Total",77320,10946,"Census Tract 320.05, King County, WA","14000US53033032005"
2013,"2013",0,"Total",83029,15008,"Census Tract 295.02, King County, WA","14000US53033029502"
2013,"2013",0,"Total",93438,20092,"Census Tract 68, King County, WA","14000US53033006800"
2013,"2013",0,"Total",75532,15627,"Census Tract 226.05, King County, WA","14000US53033022605"
2013,"2013",0,"Total",78884,6157,"Census Tract 67, King County, WA","14000US53033006700"
2013,"2013",0,"Total",84233,6396,"Census Tract 320.06, King County, WA","14000US53033032006"
2013,"2013",0,"Total",90281,15285.000000000002,"Census Tract 226.06, King County, WA","14000US53033022606"
2013,"2013",0,"Total",40887,3017,"Census Tract 294.08, King County, WA","14000US53033029408"
2013,"2013",0,"Total",73622,9783,"Census Tract 66, King County, WA","14000US53033006600"
2013,"2013",0,"Total",100305,18686,"Census Tract 227.01, King County, WA","14000US53033022701"
2013,"2013",0,"Total",95323,12884,"Census Tract 320.07, King County, WA","14000US53033032007"
2013,"2013",0,"Total",38505,5301,"Census Tract 294.07, King County, WA","14000US53033029407"
2013,"2013",0,"Total",83839,11583,"Census Tract 65, King County, WA","14000US53033006500"
2013,"2013",0,"Total",109620,16986,"Census Tract 227.02, King County, WA","14000US53033022702"
2013,"2013",0,"Total",143125,22765,"Census Tract 64, King County, WA","14000US53033006400"
2013,"2013",0,"Total",94267,9827,"Census Tract 320.08, King County, WA","14000US53033032008"
2013,"2013",0,"Total",101250,19671,"Census Tract 227.03, King County, WA","14000US53033022703"
2013,"2013",0,"Total",86786,7696,"Census Tract 294.06, King County, WA","14000US53033029406"
2013,"2013",0,"Total",106908,19524,"Census Tract 63, King County, WA","14000US53033006300"
2013,"2013",0,"Total",86397,11610,"Census Tract 228.01, King County, WA","14000US53033022801"
2013,"2013",0,"Total",93784,8605,"Census Tract 320.10, King County, WA","14000US53033032010"
2013,"2013",0,"Total",85793,6959,"Census Tract 294.05, King County, WA","14000US53033029405"
2013,"2013",0,"Total",115038,13309,"Census Tract 62, King County, WA","14000US53033006200"
2013,"2013",0,"Total",94782,8779,"Census Tract 228.02, King County, WA","14000US53033022802"
2013,"2013",0,"Total",72573,7904.999999999999,"Census Tract 61, King County, WA","14000US53033006100"
2013,"2013",0,"Total",104574,7348.999999999999,"Census Tract 320.11, King County, WA","14000US53033032011"
2013,"2013",0,"Total",69013,14213,"Census Tract 294.03, King County, WA","14000US53033029403"
2013,"2013",0,"Total",85058,9521,"Census Tract 228.03, King County, WA","14000US53033022803"
2013,"2013",0,"Total",85524,11684,"Census Tract 60, King County, WA","14000US53033006000"
2013,"2013",0,"Total",114861,6063,"Census Tract 229.01, King County, WA","14000US53033022901"
2013,"2013",0,"Total",105436,4687,"Census Tract 321.02, King County, WA","14000US53033032102"
2013,"2013",0,"Total",51823,11131,"Census Tract 111.01, King County, WA","14000US53033011101"
2013,"2013",0,"Total",81521,6528,"Census Tract 59, King County, WA","14000US53033005900"
2013,"2013",0,"Total",105859,20722,"Census Tract 229.02, King County, WA","14000US53033022902"
2013,"2013",0,"Total",64844,7697,"Census Tract 58.02, King County, WA","14000US53033005802"
2013,"2013",0,"Total",56858,12562,"Census Tract 321.03, King County, WA","14000US53033032103"
2013,"2013",0,"Total",62139,8962,"Census Tract 293.06, King County, WA","14000US53033029306"
2013,"2013",0,"Total",108105,7214.000000000001,"Census Tract 230, King County, WA","14000US53033023000"
2013,"2013",0,"Total",65030,4219,"Census Tract 58.01, King County, WA","14000US53033005801"
2013,"2013",0,"Total",94459,9677,"Census Tract 231, King County, WA","14000US53033023100"
2013,"2013",0,"Total",82229,7884.999999999999,"Census Tract 321.04, King County, WA","14000US53033032104"
2013,"2013",0,"Total",62150,14800,"Census Tract 293.05, King County, WA","14000US53033029305"
2013,"2013",0,"Total",79149,9399,"Census Tract 57, King County, WA","14000US53033005700"
2013,"2013",0,"Total",67288,8456,"Census Tract 232.01, King County, WA","14000US53033023201"
2013,"2013",0,"Total",147765,11201,"Census Tract 56, King County, WA","14000US53033005600"
2013,"2013",0,"Total",122895,21184,"Census Tract 322.03, King County, WA","14000US53033032203"
2013,"2013",0,"Total",93329,3211,"Census Tract 293.04, King County, WA","14000US53033029304"
2013,"2013",0,"Total",46277,10722,"Census Tract 232.02, King County, WA","14000US53033023202"
2013,"2013",0,"Total",68430,6551,"Census Tract 54, King County, WA","14000US53033005400"
2013,"2013",0,"Total",79444,11069,"Census Tract 233, King County, WA","14000US53033023300"
2013,"2013",0,"Total",134663,13287,"Census Tract 322.07, King County, WA","14000US53033032207"
2013,"2013",0,"Total",75612,3010,"Census Tract 293.03, King County, WA","14000US53033029303"
