ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",4643,3997.0000000000005,"Census Tract 53.02, King County, WA","14000US53033005302"
2013,"2013",0,"Total",76386,11250,"Census Tract 234.01, King County, WA","14000US53033023401"
2013,"2013",0,"Total",11157,1812.9999999999998,"Census Tract 53.01, King County, WA","14000US53033005301"
2013,"2013",0,"Total",77310,6591,"Census Tract 322.08, King County, WA","14000US53033032208"
2013,"2013",0,"Total",27234,7241.999999999999,"Census Tract 292.06, King County, WA","14000US53033029206"
2013,"2013",0,"Total",104712,9416,"Census Tract 234.03, King County, WA","14000US53033023403"
2013,"2013",0,"Total",40352,3884,"Census Tract 52, King County, WA","14000US53033005200"
2013,"2013",0,"Total",134180,19651,"Census Tract 234.04, King County, WA","14000US53033023404"
2013,"2013",0,"Total",121061,12207,"Census Tract 322.10, King County, WA","14000US53033032210"
2013,"2013",0,"Total",54449,14522,"Census Tract 292.05, King County, WA","14000US53033029205"
2013,"2013",0,"Total",100152,12984,"Census Tract 51, King County, WA","14000US53033005100"
2013,"2013",0,"Total",96944,14021,"Census Tract 235, King County, WA","14000US53033023500"
2013,"2013",0,"Total",62147,11921,"Census Tract 50, King County, WA","14000US53033005000"
2013,"2013",0,"Total",103720,7231,"Census Tract 322.11, King County, WA","14000US53033032211"
2013,"2013",0,"Total",57675,7719,"Census Tract 292.04, King County, WA","14000US53033029204"
2013,"2013",0,"Total",68164,9723,"Census Tract 236.01, King County, WA","14000US53033023601"
2013,"2013",0,"Total",65000,3503,"Census Tract 49, King County, WA","14000US53033004900"
2013,"2013",0,"Total",70564,9781,"Census Tract 236.03, King County, WA","14000US53033023603"
2013,"2013",0,"Total",111083,15478,"Census Tract 322.12, King County, WA","14000US53033032212"
2013,"2013",0,"Total",32334,4795,"Census Tract 292.03, King County, WA","14000US53033029203"
2013,"2013",0,"Total",86814,4843,"Census Tract 48, King County, WA","14000US53033004800"
2013,"2013",0,"Total",77094,10577,"Census Tract 236.04, King County, WA","14000US53033023604"
2013,"2013",0,"Total",60625,10648,"Census Tract 47, King County, WA","14000US53033004700"
2013,"2013",0,"Total",152668,21943,"Census Tract 322.13, King County, WA","14000US53033032213"
2013,"2013",0,"Total",54500,14627.999999999998,"Census Tract 291.02, King County, WA","14000US53033029102"
2013,"2013",0,"Total",94038,11498,"Census Tract 237, King County, WA","14000US53033023700"
2013,"2013",0,"Total",102353,24166,"Census Tract 46, King County, WA","14000US53033004600"
2013,"2013",0,"Total",80000,23078,"Census Tract 238.01, King County, WA","14000US53033023801"
2013,"2013",0,"Total",155381,11444,"Census Tract 322.14, King County, WA","14000US53033032214"
2013,"2013",0,"Total",75833,7251,"Census Tract 291.01, King County, WA","14000US53033029101"
2013,"2013",0,"Total",89333,17846,"Census Tract 45, King County, WA","14000US53033004500"
2013,"2013",0,"Total",98387,14867.000000000002,"Census Tract 238.03, King County, WA","14000US53033023803"
2013,"2013",0,"Total",54937,6073,"Census Tract 44, King County, WA","14000US53033004400"
2013,"2013",0,"Total",168311,32789,"Census Tract 322.15, King County, WA","14000US53033032215"
2013,"2013",0,"Total",33210,4420,"Census Tract 290.04, King County, WA","14000US53033029004"
2013,"2013",0,"Total",76821,11859,"Census Tract 238.04, King County, WA","14000US53033023804"
2013,"2013",0,"Total",18414,5097,"Census Tract 43.02, King County, WA","14000US53033004302"
2013,"2013",0,"Total",104292,17337,"Census Tract 239, King County, WA","14000US53033023900"
2013,"2013",0,"Total",116350,10151,"Census Tract 323.07, King County, WA","14000US53033032307"
2013,"2013",0,"Total",57500,6541,"Census Tract 290.03, King County, WA","14000US53033029003"
2013,"2013",0,"Total",56875,10612,"Census Tract 43.01, King County, WA","14000US53033004301"
2013,"2013",0,"Total",101964,17765,"Census Tract 240, King County, WA","14000US53033024000"
2013,"2013",0,"Total",109663,9485,"Census Tract 42, King County, WA","14000US53033004200"
2013,"2013",0,"Total",106707,13127,"Census Tract 323.09, King County, WA","14000US53033032309"
2013,"2013",0,"Total",54295,7406.000000000001,"Census Tract 290.01, King County, WA","14000US53033029001"
2013,"2013",0,"Total",194205,24223,"Census Tract 241, King County, WA","14000US53033024100"
2013,"2013",0,"Total",118417,20174,"Census Tract 41, King County, WA","14000US53033004100"
2013,"2013",0,"Total",182667,36406,"Census Tract 242, King County, WA","14000US53033024200"
2013,"2013",0,"Total",144464,13388,"Census Tract 323.11, King County, WA","14000US53033032311"
2013,"2013",0,"Total",39858,5923,"Census Tract 289.02, King County, WA","14000US53033028902"
2013,"2013",0,"Total",75441,15173,"Census Tract 40, King County, WA","14000US53033004000"
2013,"2013",0,"Total",97955,14631,"Census Tract 243, King County, WA","14000US53033024300"
2013,"2013",0,"Total",96520,12712,"Census Tract 39, King County, WA","14000US53033003900"
2013,"2013",0,"Total",95022,13481.000000000002,"Census Tract 323.13, King County, WA","14000US53033032313"
2013,"2013",0,"Total",63819,7635.000000000001,"Census Tract 289.01, King County, WA","14000US53033028901"
2013,"2013",0,"Total",92576,11355,"Census Tract 244, King County, WA","14000US53033024400"
2013,"2013",0,"Total",82695,8310,"Census Tract 38, King County, WA","14000US53033003800"
2013,"2013",0,"Total",149286,8498,"Census Tract 245, King County, WA","14000US53033024500"
2013,"2013",0,"Total",127920,10879,"Census Tract 323.15, King County, WA","14000US53033032315"
2013,"2013",0,"Total",39857,6331,"Census Tract 288.02, King County, WA","14000US53033028802"
2013,"2013",0,"Total",64522,4637,"Census Tract 36, King County, WA","14000US53033003600"
2013,"2013",0,"Total",156964,15377,"Census Tract 246.01, King County, WA","14000US53033024601"
2013,"2013",0,"Total",81265,6862.999999999999,"Census Tract 35, King County, WA","14000US53033003500"
2013,"2013",0,"Total",164200,10501,"Census Tract 323.16, King County, WA","14000US53033032316"
2013,"2013",0,"Total",61974,17628,"Census Tract 288.01, King County, WA","14000US53033028801"
2013,"2013",0,"Total",160982,31714,"Census Tract 246.02, King County, WA","14000US53033024602"
2013,"2013",0,"Total",100956,12255,"Census Tract 34, King County, WA","14000US53033003400"
2013,"2013",0,"Total",77135,12352,"Census Tract 247.01, King County, WA","14000US53033024701"
2013,"2013",0,"Total",132639,12320,"Census Tract 323.17, King County, WA","14000US53033032317"
2013,"2013",0,"Total",77425,6095,"Census Tract 287, King County, WA","14000US53033028700"
2013,"2013",0,"Total",73313,5275,"Census Tract 33, King County, WA","14000US53033003300"
2013,"2013",0,"Total",107583,11148,"Census Tract 247.02, King County, WA","14000US53033024702"
2013,"2013",0,"Total",64303,6809,"Census Tract 32, King County, WA","14000US53033003200"
2013,"2013",0,"Total",145067,4207,"Census Tract 323.18, King County, WA","14000US53033032318"
2013,"2013",0,"Total",84232,10619,"Census Tract 286, King County, WA","14000US53033028600"
2013,"2013",0,"Total",70579,13454,"Census Tract 248, King County, WA","14000US53033024800"
2013,"2013",0,"Total",97286,11671,"Census Tract 31, King County, WA","14000US53033003100"
2013,"2013",0,"Total",126736,15579.999999999998,"Census Tract 249.01, King County, WA","14000US53033024901"
2013,"2013",0,"Total",59643,14343.000000000002,"Census Tract 323.19, King County, WA","14000US53033032319"
2013,"2013",0,"Total",42781,8103.999999999999,"Census Tract 285, King County, WA","14000US53033028500"
2013,"2013",0,"Total",90372,8065,"Census Tract 30, King County, WA","14000US53033003000"
2013,"2013",0,"Total",101708,5381,"Census Tract 249.02, King County, WA","14000US53033024902"
2013,"2013",0,"Total",90909,14116,"Census Tract 29, King County, WA","14000US53033002900"
2013,"2013",0,"Total",163000,28288.999999999996,"Census Tract 323.20, King County, WA","14000US53033032320"
2013,"2013",0,"Total",30988,11118,"Census Tract 284.03, King County, WA","14000US53033028403"
2013,"2013",0,"Total",150103,9868,"Census Tract 249.03, King County, WA","14000US53033024903"
2013,"2013",0,"Total",76073,6770,"Census Tract 28, King County, WA","14000US53033002800"
2013,"2013",0,"Total",104788,10901,"Census Tract 250.01, King County, WA","14000US53033025001"
2013,"2013",0,"Total",152938,28779,"Census Tract 323.21, King County, WA","14000US53033032321"
2013,"2013",0,"Total",39811,5346,"Census Tract 284.02, King County, WA","14000US53033028402"
2013,"2013",0,"Total",103915,9260,"Census Tract 27, King County, WA","14000US53033002700"
2013,"2013",0,"Total",130652,15413,"Census Tract 250.03, King County, WA","14000US53033025003"
2013,"2013",0,"Total",93125,13323,"Census Tract 26, King County, WA","14000US53033002600"
2013,"2013",0,"Total",148403,13529,"Census Tract 323.22, King County, WA","14000US53033032322"
2013,"2013",0,"Total",79205,6479,"Census Tract 283, King County, WA","14000US53033028300"
2013,"2013",0,"Total",109837,30501.999999999996,"Census Tract 250.05, King County, WA","14000US53033025005"
2013,"2013",0,"Total",100577,8085,"Census Tract 25, King County, WA","14000US53033002500"
2013,"2013",0,"Total",133295,20568,"Census Tract 250.06, King County, WA","14000US53033025006"
2013,"2013",0,"Total",109846,11038,"Census Tract 323.23, King County, WA","14000US53033032323"
2013,"2013",0,"Total",40034,3756,"Census Tract 282, King County, WA","14000US53033028200"
2013,"2013",0,"Total",95288,16058.999999999998,"Census Tract 24, King County, WA","14000US53033002400"
2013,"2013",0,"Total",73476,7290,"Census Tract 251.01, King County, WA","14000US53033025101"
2013,"2013",0,"Total",100313,25678,"Census Tract 22, King County, WA","14000US53033002200"
2013,"2013",0,"Total",85156,19354,"Census Tract 323.24, King County, WA","14000US53033032324"
2013,"2013",0,"Total",44518,3701.9999999999995,"Census Tract 281, King County, WA","14000US53033028100"
2013,"2013",0,"Total",101711,6789,"Census Tract 251.02, King County, WA","14000US53033025102"
2013,"2013",0,"Total",82422,6694,"Census Tract 21, King County, WA","14000US53033002100"
2013,"2013",0,"Total",73642,7806,"Census Tract 252, King County, WA","14000US53033025200"
2013,"2013",0,"Total",93206,15709.000000000002,"Census Tract 323.25, King County, WA","14000US53033032325"
2013,"2013",0,"Total",36578,8877,"Census Tract 280, King County, WA","14000US53033028000"
2013,"2013",0,"Total",70647,12289,"Census Tract 20, King County, WA","14000US53033002000"
2013,"2013",0,"Total",77019,9314,"Census Tract 253.01, King County, WA","14000US53033025301"
2013,"2013",0,"Total",60927,12320,"Census Tract 19, King County, WA","14000US53033001900"
2013,"2013",0,"Total",136042,10639,"Census Tract 323.26, King County, WA","14000US53033032326"
2013,"2013",0,"Total",50346,5482,"Census Tract 279, King County, WA","14000US53033027900"
2013,"2013",0,"Total",39503,8331,"Census Tract 253.02, King County, WA","14000US53033025302"
2013,"2013",0,"Total",91399,6825.000000000001,"Census Tract 18, King County, WA","14000US53033001800"
2013,"2013",0,"Total",48045,6118,"Census Tract 254, King County, WA","14000US53033025400"
2013,"2013",0,"Total",98842,15403,"Census Tract 323.27, King County, WA","14000US53033032327"
2013,"2013",0,"Total",85938,10715,"Census Tract 278, King County, WA","14000US53033027800"
2013,"2013",0,"Total",63554,6622,"Census Tract 17.02, King County, WA","14000US53033001702"
2013,"2013",0,"Total",55101,5287,"Census Tract 255, King County, WA","14000US53033025500"
2013,"2013",0,"Total",75220,7757.999999999999,"Census Tract 17.01, King County, WA","14000US53033001701"
2013,"2013",0,"Total",129306,22039,"Census Tract 323.28, King County, WA","14000US53033032328"
2013,"2013",0,"Total",76341,11114,"Census Tract 277.02, King County, WA","14000US53033027702"
2013,"2013",0,"Total",70183,12745,"Census Tract 256.01, King County, WA","14000US53033025601"
2013,"2013",0,"Total",80038,10008,"Census Tract 16, King County, WA","14000US53033001600"
2013,"2013",0,"Total",102536,7765.000000000001,"Census Tract 256.02, King County, WA","14000US53033025602"
2013,"2013",0,"Total",127697,15353,"Census Tract 323.29, King County, WA","14000US53033032329"
2013,"2013",0,"Total",67930,11363,"Census Tract 277.01, King County, WA","14000US53033027701"
2013,"2013",0,"Total",97284,13108,"Census Tract 15, King County, WA","14000US53033001500"
2013,"2013",0,"Total",47669,3382.9999999999995,"Census Tract 257.01, King County, WA","14000US53033025701"
2013,"2013",0,"Total",71642,3623,"Census Tract 14, King County, WA","14000US53033001400"
2013,"2013",0,"Total",90938,13602,"Census Tract 324.01, King County, WA","14000US53033032401"
2013,"2013",0,"Total",45909,16393,"Census Tract 276, King County, WA","14000US53033027600"
2013,"2013",0,"Total",75391,15269,"Census Tract 257.02, King County, WA","14000US53033025702"
2013,"2013",0,"Total",53030,5318,"Census Tract 13, King County, WA","14000US53033001300"
2013,"2013",0,"Total",43346,5895,"Census Tract 258.03, King County, WA","14000US53033025803"
2013,"2013",0,"Total",107610,16136,"Census Tract 324.02, King County, WA","14000US53033032402"
2013,"2013",0,"Total",61402,7747,"Census Tract 275, King County, WA","14000US53033027500"
2013,"2013",0,"Total",37727,4861,"Census Tract 12, King County, WA","14000US53033001200"
2013,"2013",0,"Total",64453,5618,"Census Tract 258.04, King County, WA","14000US53033025804"
2013,"2013",0,"Total",81071,17492,"Census Tract 11, King County, WA","14000US53033001100"
2013,"2013",0,"Total",93750,9006,"Census Tract 325, King County, WA","14000US53033032500"
2013,"2013",0,"Total",47436,11045,"Census Tract 274, King County, WA","14000US53033027400"
2013,"2013",0,"Total",58357,9488,"Census Tract 258.05, King County, WA","14000US53033025805"
2013,"2013",0,"Total",67837,8612,"Census Tract 10, King County, WA","14000US53033001000"
2013,"2013",0,"Total",82747,6940.000000000001,"Census Tract 258.06, King County, WA","14000US53033025806"
2013,"2013",0,"Total",83333,15596,"Census Tract 326.01, King County, WA","14000US53033032601"
2013,"2013",0,"Total",48620,3842,"Census Tract 273, King County, WA","14000US53033027300"
2013,"2013",0,"Total",105347,28697.000000000004,"Census Tract 9, King County, WA","14000US53033000900"
2013,"2013",0,"Total",71635,20210,"Census Tract 260.01, King County, WA","14000US53033026001"
2013,"2013",0,"Total",78631,12483,"Census Tract 8, King County, WA","14000US53033000800"
2013,"2013",0,"Total",123870,8038,"Census Tract 326.02, King County, WA","14000US53033032602"
2013,"2013",0,"Total",56875,9791,"Census Tract 272, King County, WA","14000US53033027200"
2013,"2013",0,"Total",46544,7945,"Census Tract 260.02, King County, WA","14000US53033026002"
2013,"2013",0,"Total",50893,5041,"Census Tract 7, King County, WA","14000US53033000700"
2013,"2013",0,"Total",51277,9381,"Census Tract 261, King County, WA","14000US53033026100"
2013,"2013",0,"Total",95208,11021,"Census Tract 327.02, King County, WA","14000US53033032702"
2013,"2013",0,"Total",38854,17269,"Census Tract 271, King County, WA","14000US53033027100"
2013,"2013",0,"Total",59790,6214,"Census Tract 6, King County, WA","14000US53033000600"
2013,"2013",0,"Total",42360,8230,"Census Tract 262, King County, WA","14000US53033026200"
2013,"2013",0,"Total",126719,29832.000000000004,"Census Tract 5, King County, WA","14000US53033000500"
2013,"2013",0,"Total",78409,11321,"Census Tract 327.03, King County, WA","14000US53033032703"
2013,"2013",0,"Total",57500,9490,"Census Tract 270, King County, WA","14000US53033027000"
2013,"2013",0,"Total",48000,12794,"Census Tract 263, King County, WA","14000US53033026300"
2013,"2013",0,"Total",49016,5653,"Census Tract 4.02, King County, WA","14000US53033000402"
2013,"2013",0,"Total",43861,2469,"Census Tract 264, King County, WA","14000US53033026400"
2013,"2013",0,"Total",68563,7101,"Census Tract 327.04, King County, WA","14000US53033032704"
2013,"2013",0,"Total",37898,4944,"Census Tract 268.02, King County, WA","14000US53033026802"
